Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL1562905,,None,430.26,0,2.33,SID24811500,Nc1c(C(=O)NCc2ccc3c(c2)OCO3)nnn1Cc1ccc(Br)cc1,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1507724,,None,476.21,0,2.56,SID49716264,CN(C(=O)CN1C(=O)C2C3CC(C(Br)C3Br)C2C1=O)C1CCCCC1,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1587146,,None,486.58,0,1.82,SID49727199,N=c1c(C(=O)NCCc2ccccc2)cc2c(=O)n3ccccc3nc2n1CCCN1CCOCC1,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3787134,,None,408.46,0,2.71,77,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)cc4)C3)o2)cc1,IC50,'=',29,nM,7.54,,,UO_0000065,,,,,0,CHEMBL3791470,Antagonist activity at human MCHR1 expressed in CHO cell membranes preincubated for 5 mins followed by addition of MCH peptide measured after 45 mins by [35S]GTPgammaS binding assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3784951,1,Scientific Literature,J Med Chem,2016,CHEMBL3308072,,
CHEMBL3792417,,None,419.5,1,5.03,6i,Cn1c(CC(C)(C)C)nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cc21,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL3796860,Displacement of [125I]-MCH(4 to 19) from human MCHR1 expressed in CHO cell membranes after 1 hr by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3792381,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3308072,,
CHEMBL3792529,,None,405.89,0,4.83,6m,Cn1c(C2CC2)nc2ccc(-n3ccc(OCc4cccc(Cl)c4)cc3=O)cc21,IC50,'=',100,nM,7,,,UO_0000065,17.25,0.33,2.17,14.27,0,CHEMBL3796860,Displacement of [125I]-MCH(4 to 19) from human MCHR1 expressed in CHO cell membranes after 1 hr by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3792381,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3308072,,
CHEMBL1359426,,None,460.42,0,4.3,SID47202695,COc1cc(/C=C(\C#N)C(=O)Nc2ccc(C(=O)O)cc2)ccc1OC(=O)c1cccc(F)c1,IC50,'=',12007,nM,4.92,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1370401,,None,393.49,0,4.43,SID14737385,Cc1ccc(C2C3=C(NCCN=C3c3ccccc3)C(=O)N2c2ccccc2)cc1,IC50,'>',14602,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1595687,,None,351.26,0,4.79,SID7968339,Clc1ccc(C2CC(c3cccs3)n3ncnc3N2)cc1Cl,IC50,'=',16012,nM,4.8,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1460465,,None,364.51,0,3.19,SID49717955,Cc1ccc(C(=O)N2CCCCC2)cc1S(=O)(=O)N1CCCCCC1,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1579913,,None,419.5,0,1.65,SID49717125,COc1ccc(S(=O)(=O)N2CCN(CC(=O)Nc3cccc(OC)c3)CC2)cc1,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1454002,,None,326.31,0,1.6,SID49825609,COc1ccc(OCC(=O)Nc2ccc3c(c2)C(=O)NC3=O)cc1,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1543278,,None,384.93,0,3.53,SID49732652,O=C(c1ccc(Cl)c(S(=O)(=O)N2CCCCCC2)c1)N1CCCCC1,IC50,'=',32659,nM,4.49,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1573548,,None,475.55,0,3.71,SID17386046,COC(=O)CNC(c1ccccc1)c1cc(C)ccc1NC(=O)CNC(=O)OCc1ccccc1,IC50,'=',20045,nM,4.7,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1456577,,None,487.61,0,2.69,SID845025,COc1ccccc1-n1c(SCC(N)=O)nnc1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1325848,,None,454.53,0,3.39,SID49827765,CCCCn1c(N)c(N(CC(C)C)C(=O)c2ccc(COc3ccccc3)o2)c(=O)[nH]c1=O,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1421312,,None,353.43,0,3.21,SID24798532,COc1ccc(-c2noc(CN3CCCCC3c3nccn3C)n2)cc1,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1463698,,None,340.81,0,4.09,SID4261875,COc1ccccc1C1CC(c2ccc(Cl)cc2)Nc2ncnn21,IC50,'=',24485,nM,4.61,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1386141,,None,513.59,1,3.44,SID49822702,COc1ccc(NS(=O)(=O)c2cccc(C(=O)NCC(c3ccc(F)cc3)N3CCOCC3)c2)cc1,IC50,'=',23601,nM,4.63,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1388042,,None,497.58,0,3.26,SID49733163,COc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NC1CCCCC1)c1ccco1,IC50,'>',43807,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614083,PUBCHEM_BIOASSAY: Fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based high throughput dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays: 1880 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1642473,,None,424.93,0,4.54,7d,O=c1cc(OCc2ccccc2Cl)ccn1-c1ccc(OCCN2CCCC2)cc1,IC50,'=',12,nM,7.92,,,UO_0000065,18.64,0.36,3.38,18.13,0,CHEMBL1648561,Displacement of [125I]MCH from human MCHR1 expressed in CHO cells by competition binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641472,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,
CHEMBL1642478,,None,466.58,1,5.56,7i,O=c1cc(OCc2ccc(-c3ccccc3)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1,IC50,'=',640,nM,6.19,,,UO_0000065,13.27,0.24,0.63,14.17,0,CHEMBL1648561,Displacement of [125I]MCH from human MCHR1 expressed in CHO cells by competition binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641472,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,
CHEMBL1642476,,None,420.51,0,3.9,7g,COc1ccc(COc2ccn(-c3ccc(OCCN4CCCC4)cc3)c(=O)c2)cc1,IC50,'=',7,nM,8.15,,,UO_0000065,19.39,0.36,4.25,15.41,0,CHEMBL1648561,Displacement of [125I]MCH from human MCHR1 expressed in CHO cells by competition binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641472,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,
CHEMBL2017765,,None,578.62,1,3.85,60,Cc1nc(N2CCC(NS(=O)(=O)N(C)C)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12,IC50,'=',105,nM,6.98,,,UO_0000065,12.06,0.24,3.13,5.98,0,CHEMBL2021107,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2016485,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3307512,,
CHEMBL2017590,,None,436.94,0,4.59,5,C/C(=C\C(=O)Nc1ccc2nc(N3CCC(O)CC3)nc(C)c2c1)c1ccc(Cl)cc1,IC50,'=',227,nM,6.64,,,UO_0000065,,,,,0,CHEMBL2021108,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2016485,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3307512,,
CHEMBL2017598,,None,494.54,0,4.93,14,Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)F)cc3)cc12,IC50,'=',63,nM,7.2,,,UO_0000065,,,,,0,CHEMBL2021108,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2016485,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3307512,,
CHEMBL2403862,,None,463.03,1,5.28,19,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@@H]2Cc3ccc(C#N)cc3C2)CC1,IC50,'=',5.9,nM,8.23,,,UO_0000065,17.77,0.34,2.95,11.14,0,CHEMBL2406561,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401722,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3307512,,
CHEMBL568162,,None,367.5,0,3.31,4a,Cc1cccc(C(=O)N[C@H]2CC[C@@H](Nc3nc(C)cc(N(C)C)n3)CC2)c1,IC50,'=',9.6,nM,8.02,,,UO_0000065,,,,,0,CHEMBL1037057,Antagonist activity at CART form of human MCH1 receptor expressed in HEK293 cells coexpressing Galphaq assessed as inhibition of MCH-induced intracellular calcium level by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156067,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,,
CHEMBL213540,,None,479.5,1,5.68,17f,CN(C)C1CCN(c2ccc(-c3coc4cc(-c5ccc(C(F)(F)F)cc5)ccc4c3=O)cn2)C1,IC50,'=',59,nM,7.23,,,UO_0000065,,,,,0,CHEMBL865484,Activity at human MCH1R by GTPgammaS assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146192,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,
CHEMBL214705,,None,513.02,2,6.81,27,CCOc1ccc(-n2c(C)nc3cc(-n4cnc5cc(-c6ccc(Cl)cc6)sc5c4=O)ccc32)cc1,IC50,'=',3.162,nM,8.5,,,UO_0000065,,,,,0,CHEMBL871566,Antagonist activity against MCH1R expressed in CHO cells assessed as inhibition of MCH-induced EC80 thrombin response by luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146879,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308072,,
CHEMBL277531,,None,454.91,0,3.88,33,Cc1c(C(=O)NC2CCN(Cc3ccc4c(c3)OCO4)CC2)oc2cc(Cl)ccc2c1=O,IC50,'=',2,nM,8.7,,,UO_0000065,19.12,0.37,4.82,10.74,0,CHEMBL908288,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137327,1,Scientific Literature,J Med Chem,2006,CHEMBL3307656,,
CHEMBL208473,,None,503,1,4.9,3h,O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1Cc1ccncc1,IC50,'=',1.1,nM,8.96,,,UO_0000065,17.81,0.34,4.06,13.06,0,CHEMBL865033,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
CHEMBL248295,,None,511.57,1,3.94,4b,O=C(NC1CCN(Cc2ccc(OCCN3CCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,IC50,'=',1520,nM,5.82,,,UO_0000065,11.37,0.21,1.88,7.76,0,CHEMBL886902,Displacement of [125I]MCH from MCHR1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,None,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139188,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307656,,
CHEMBL1977658,,None,400.82,0,3.53,SID125258647,COC(=O)c1ccccc1Cn1ncc(Cl)c(Oc2ccc(OC)cc2)c1=O,IC50,,1160,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL2003244,,None,383.48,0,4.39,SID125267706,N#CC(c1ccccc1)c1c(S)cnn(Cc2cccc3ccccc23)c1=O,IC50,'>',20000,nM,,,inactive,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL2029372,,None,439.53,1,6.2,1,Cc1c(NC(=O)c2ccc(-c3ccc(F)cc3)cc2)ccc2cc(CN3CCCC3)cnc12,IC50,'=',0.54,nM,9.27,,,UO_0000065,21.09,0.38,3.07,20.49,0,CHEMBL2061638,Displacement of [125I]MCH from human MCHR1 expressed in CHO cells after 60 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2057191,1,Scientific Literature,J Med Chem,2012,CHEMBL3308072,,
CHEMBL214629,,None,437.6,0,3.91,21b,CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(F)cc3)CC1=O)C2,IC50,'=',10,nM,8,,,UO_0000065,18.28,0.34,4.09,29.86,0,CHEMBL903919,Inhibition of MCHR1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1142907,1,Scientific Literature,Bioorg Med Chem,2007,None,,
CHEMBL389618,,None,487.61,0,4.79,21i,CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(C(F)(F)F)cc3)CC1=O)C2,IC50,'=',38,nM,7.42,,,UO_0000065,15.22,0.29,2.63,27.7,0,CHEMBL903919,Inhibition of MCHR1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1142907,1,Scientific Literature,Bioorg Med Chem,2007,None,,
CHEMBL388181,,None,416.54,1,6.05,6,O=C(CCc1ccc(CN2CCCCC2)cc1)Nc1ccc(-c2ccc(F)cc2)cc1,IC50,'=',31,nM,7.51,,,UO_0000065,18.03,0.33,1.46,23.22,0,CHEMBL903918,Binding affinity at MCHR1 by flash plate radioligand binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1142907,1,Scientific Literature,Bioorg Med Chem,2007,None,,
CHEMBL228294,,None,437.56,0,3.27,14,O=C1CN(C(=O)Cc2ccc(F)cc2)CCN1CCc1ccc(CN2CCCCC2)cc1,IC50,'=',3700,nM,5.43,,,UO_0000065,12.41,0.23,2.16,12.38,0,CHEMBL903918,Binding affinity at MCHR1 by flash plate radioligand binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1142907,1,Scientific Literature,Bioorg Med Chem,2007,None,,
CHEMBL3670640,,None,446.51,0,2.86,BDBM119758,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(CCOC4)C3)cc2)C1,IC50,'=',20,nM,7.7,,246849,UO_0000065,17.24,0.32,4.84,9.51,1,CHEMBL3705178,Activation Assay: Melanin Concentrating Hormone Receptor 1 (MCHR1) is a G-protein coupled receptor that interacts with heterotrimeric G proteins containing a Gαi/o subunit. Binding of MCH to MCHR1 results in the exchange of GDP for GTP on the Gαi/o proteins associated with the activated receptor. This activation can be quantified by measuring the amount of a GTP analog,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3670641,,None,460.53,0,3.17,BDBM119760,Cc1cc(OC2CN(C(=O)c3nnc(-c4ccccc4)o3)C2)ccc1CN1CC2(CCOC2)C1,IC50,'=',15,nM,7.82,,246850,UO_0000065,16.99,0.31,4.65,9.67,0,CHEMBL3705178,Activation Assay: Melanin Concentrating Hormone Receptor 1 (MCHR1) is a G-protein coupled receptor that interacts with heterotrimeric G proteins containing a Gαi/o subunit. Binding of MCH to MCHR1 results in the exchange of GDP for GTP on the Gαi/o proteins associated with the activated receptor. This activation can be quantified by measuring the amount of a GTP analog,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2337735,,None,457.57,1,5.01,5v,COc1cc(N2Cc3ccc(-c4cc(C)ccc4C)nc3C2=O)ccc1OCCN1CCCC1,IC50,'=',300,nM,6.52,,,UO_0000065,14.26,0.26,1.51,11.88,0,CHEMBL2342870,Displacement of Eu-MCH from human MCHR1 expressed in CHO cell membranes by TRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2331540,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3308072,,
CHEMBL2016715,,None,522.05,1,4.84,22,Cc1nc(N2CCN(C(=O)C3CCCCC3)CC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,IC50,'=',1035,nM,5.99,,,UO_0000065,,,,,0,CHEMBL2021003,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2016458,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3307512,,
CHEMBL3794147,,None,406.87,0,4.3,5b,Cc1c(C2CC2)nc2cnc(-n3ccc(OCc4ccc(Cl)cc4)cc3=O)cn12,IC50,'=',44,nM,7.36,,,UO_0000065,18.08,0.35,3.06,11.98,0,CHEMBL3796860,Displacement of [125I]-MCH(4 to 19) from human MCHR1 expressed in CHO cell membranes after 1 hr by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3792381,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3308072,,
